
卫视频道,#genre#
浙江动听(音乐调频) FM96.8,http://live.xmcdn.com/live/637/64.m3u8
山东音乐 FM99.1,http://live.xmcdn.com/live/794/64.m3u8
河南音乐,https://stream.hndt.com/live/yinyue/playlist.m3u8
河北音乐,https://satellitepull.cnr.cn/live/wxhebyygb/playlist.m3u8
辽宁文艺广播FM95.9,http://ls.qingting.fm/live/23795.m3u8
四川岷江音乐 FM95.5,http://ls.qingting.fm/live/1110.m3u8
山西音乐 FM94,http://live.xmcdn.com/live/886/64.m3u8
安徽音乐,https://satellitepull.cnr.cn/live/wxahyygb/playlist.m3u8
江西音乐,https://satellitepull.cnr.cn/live/wx32jiangxyygb/playlist.m3u8
贵州音乐,https://satellitepull.cnr.cn/live/wx32gzyygb/playlist.m3u8
云南音乐 FM97,http://live.xmcdn.com/live/904/64.m3u8
重庆音乐 FM88.1,http://live.xmcdn.com/live/131/64.m3u8
广西音乐台 FM95.0,http://live.xmcdn.com/live/301/64.m3u8
苏州音乐 动听948 FM94.8,http://live.xmcdn.com/live/65/64.m3u8
西安音乐 FM93.1,http://stream3.xiancity.cn/4/sd/live.m3u8
石家庄音乐广播 FM106.7,http://live.xmcdn.com/live/504/64.m3u8
青岛音乐体育,http://video11.qtv.com.cn/zhiboytgb-sd/manifest.m3u8
80后音悦台,http://stream3.hndt.com/now/SFZeH2cb/playlist.m3u8
潮流音悦台,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8
动感音悦台,http://stream3.hndt.com/now/ufjjbZxV/playlist.m3u8
格莱美音乐台,http://stream3.hndt.com/now/yorSd1X2/playlist.m3u8
民谣音乐台,http://stream3.hndt.com/now/DTK5qc83/playlist.m3u8
天籁古典,http://stream3.hndt.com/now/MdOpB4zP/playlist.m3u8
天籁之音 Hi-Fi Radio,http://play-radio-stream3.hndt.com/now/JxkyN5mR/playlist.m3u8
天籁之音-国风,http://play-radio-stream3.hndt.com/now/UzPxbRaT/playlist.m3u8
天籁之音-经典正流行,http://play-radio-stream3.hndt.com/now/WUBA5hW2/playlist.m3u8
AsiaFM HD音乐,http://asiafm.hk:8000/asiahd
AsiaFM 亚洲经典,http://goldfm.cn:8000/goldfm
AsiaFM 亚洲热歌,http://hot.asiafm.net:8000/asiafm
AsiaFM 亚洲音乐,http://asiafm.vip:8000/fm965

私家车广播,#genre#
福建私家车 FM98.7,http://live.xmcdn.com/live/793/64.m3u8
四川私家车 FM92.5,http://live.xmcdn.com/live/1646/64.m3u8
河南私家车999,https://stream.hndt.com/live/sijiache/playlist.m3u8
深圳私家车 FM94.2,http://live.xmcdn.com/live/265/64.m3u8
无锡私家车,https://lhttp.qingting.fm/live/2779/64k.mp3
宁波私家车,https://lhttp.qingting.fm/live/1142/64k.mp3
温州私家车音乐 FM100.3,http://live.xmcdn.com/live/642/64.m3u8
西安私家车,https://lhttp.qingting.fm/live/4018/64k.mp3
宁波私家车音乐台 FM104.7,http://ls.qingting.fm/live/1142.m3u8

戏曲广播,#genre#
安徽戏曲,https://satellitepull.cnr.cn/live/wxahxqgb/playlist.m3u8
河南戏曲,https://stream.hndt.com/live/yule/playlist.m3u8
上海戏剧曲艺 AM1197,http://live.xmcdn.com/live/60/64.m3u8
苏州戏曲 AM846,http://live.xmcdn.com/live/576/64.m3u8

音乐,#genre#
蹦迪,https://live.ottiptv.cc/huya/20432232
蹦迪2,https://live.ottiptv.cc/huya/20432225
爱吃桃子的猫,https://live.ottiptv.cc/huya/18501378
小舞点歌台,https://live.ottiptv.cc/huya/15590571
24小时听音乐,https://live.ottiptv.cc/huya/30483433
糖豆豆听歌,https://live.ottiptv.cc/huya/25261191
音乐台长,https://www.goodiptv.club/douyu/9629943
秋月剪水,https://www.goodiptv.club/douyu/9588891
竹叶的熊猫,https://www.goodiptv.club/douyu/3870925
美兮超可爱的,https://www.goodiptv.club/douyu/20415
7师傅,http://www.goodiptv.club/douyu/17732
爱爱小s,https://www.goodiptv.club/douyu/10308312
彼岸心属MADEIN伊藤美优,http://www.goodiptv.club/douyu/40471
小姐姐Bie跑哦,http://www.goodiptv.club/douyu/8666258
柳青瑶本尊,https://www.goodiptv.club/douyu/2281324
王俊凯的资源组,https://www.goodiptv.club/douyu/8862216
TV 音乐,https://ptvlive.kordia.net.nz/out/v1/3fc2254c865a457c8d7fbbce227a2aae/index.m3u8
M2o 音乐,https://streamcdnb2-4c4b867c89244861ac216426883d1ad0.msvdn.net:443/live/S62628868/uhdWBlkC1AoO/chunklist_b2428000.m3u8

📎解说电影📎,#genre#
小丑讲电影,https://live.ottiptv.cc/huya/16857432
越哥说电影,https://live.ottiptv.cc/huya/15894162
熊妹撩电影,https://live.ottiptv.cc/huya/15966357
吾聊电影,https://live.ottiptv.cc/huya/16424416
小川侃电影,https://live.ottiptv.cc/huya/15870999
鱼丸说电影,https://live.ottiptv.cc/huya/16615910
楚门聊电影,https://live.ottiptv.cc/huya/16507906
扁豆看电影2,https://live.ottiptv.cc/huya/21059623
涵哥评电影,https://live.ottiptv.cc/huya/16865726
青年电影馆,https://live.ottiptv.cc/huya/21388479
酱婶儿电影,https://live.ottiptv.cc/huya/24396474
亮哥讲电影2,https://live.ottiptv.cc/huya/21059622
大墨电影,https://live.ottiptv.cc/huya/29458834
越哥说电影2,https://live.ottiptv.cc/huya/29982680
爆裂电影2,https://live.ottiptv.cc/huya/29982678
泡菜电影,https://live.ottiptv.cc/huya/25105448
老巴电影,https://live.ottiptv.cc/huya/29340502
鹏友说电影,https://live.ottiptv.cc/huya/29340612
小丑电影,https://live.ottiptv.cc/huya/29869799
莱德电影,https://live.ottiptv.cc/huya/25105529

卫视,#genre#

凤凰中文,http://cdhome.haobaitele.com:8800/udp/239.94.2.51:5140
凤凰资讯,http://cdhome.haobaitele.com:8800/udp/239.94.2.50:5140
凤凰香港,http://cdhome.haobaitele.com:8800/udp/239.94.2.52:5140
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
